common/ichi.wav	イチ
common/itsu.wav	イツ
common/hito.wav	ひと
g1/e4b880_hitotsu.wav	ひと・つ
g2/e5b091_mousukoshi.wav	もう少し（もうすこし）	a little more, some more,
common/jou.wav	ジョウ
common/ba.wav	ば
g2/e5a0b4_kaijou.wav	会場（かいじょう）	the venue, the place
g2/e5a0b4_doujou.wav	道場（どうじょう）	Dojo, an exercise (training) hall
g2/e5a0b4_gorufujou.wav	ゴルフ場（ごるふじょう）	a golf course, golf links
g2/e5a0b4_basho.wav	場所（ばしょ）	a place, a spot, a position,
g2/e5a0b4_sagyouba.wav	作業場（さぎょうば）	a workshop, a workroom,
g2/e5a0b4_hiroba.wav	広場（ひろば）	an open space, a square, a plaza
common/shoku.wav	ショク
common/shiki.wav	シキ
g2/e889b2_iro.wav	いろ
g2/e889b2_tokushoku.wav	特色（とくしょく）	a distinctive feature, a peculiarity,
g2/e889b2_shikisai.wav	色彩（しきさい）	coloring, a tinge
g2/e889b2_shikishi.wav	色紙（しきし）	Shikishi, a square pasteboard
g2/e889b2_irogami.wav	色紙（いろがみ）	colored paper
g2/e889b2_iroenpitsu.wav	色鉛筆（いろえんぴつ）	a colored pencil
g2/e889b2_iroke.wav	色気（いろけ）	sex appeal, glamour, sexiness,
g2/e889b2_irowotsukeru.wav	色をつける（いろをつける）	give color to, paint,
g2/e889b2_iromeku.wav	色めく（いろめく）	get excited and tense,
g2/e9a39f_shoku.wav	ショク
common/jiki.wav	*ジキ
common/kuu.wav	く・う
common/kurau.wav	く・らう
g2/e9a39f_taberu.wav	た・べる
g2/e9a39f_shokuji.wav	食事（しょくじ）	a meal, breakfast, lunch, dinner
g2/e9a39f_danjiki.wav	断食（だんじき）	a fast, abstaining from food
g2/e9a39f_kuishinbou.wav	食いしん坊（くいしんぼう）	a glutton, a greedy eater,
g2/e9a39f_hitowokuttayouna.wav	人を食ったような（ひとをくったような）	
g2/e9a39f_konokurumahagasorinwokuu.wav	この車はガソリンを食う（このくるまはがそりんをくう）	
g2/e9a39f_sonotehakuwanai.wav	その手は食わない（そのてはくわない）	
g2/e9a39f_kuraitsuku.wav	食らいつく（くらいつく）	bite, cling to, jump
g2/e9a39f_genmaiwotaberu.wav	玄米を食べる（げんまいをたべる）	eat unpolished
g2/e9a39f_yakitoriwotabetai.wav	焼き鳥を食べたい（やきとりをたべたい）	
g2/e9a39f_tabehoudai.wav	食べ放題（たべほうだい）	can eat as much as you like
common/shin.wav	シン
g2/e5bf83_kokoro.wav	こころ
g2/e5bf83_chuushin.wav	中心（ちゅうしん）	the center, the middle,
g2/e5bf83_shinchuu.wav	心中（しんちゅう）	one's mind, one's heart
g2/e5bf83_shinjuu.wav	心中（しんじゅう）	a double suicide, a joint suicide
g2/e5bf83_kokoroduyoi.wav	心強い（こころづよい）	feel reassured
g2/e5bf83_kokoroshiteyarinasai.wav	心してやりなさい（こころしてやりなさい）	
g2/e5bf83_kokoronashikasabishigeda.wav	心なしか寂しげだ（こころなしかさびしげだ）	
g2/e5bf83_kokoronarazumo.wav	心ならずも（こころならずも）	against one's will,
g2/e5bf83_kokochi.wav	心地（ここち）	a feeling, a mood
g2/e5bf83_tokoroten.wav	心太（ところてん）	Tokoroten,
common/shin.wav	シン
g2/e696b0_atarashii.wav	あたら・しい
g2/e696b0_arata.wav	あら・た
g2/e696b0_nii.wav	にい
g2/e696b0_shingakki.wav	新学期（しんがっき）	a new school term
g2/e696b0_atarashiiha-dodhisuku.wav	新しいハードディスク（あたらしいはーどでぃすく）	
g2/e696b0_aratanaketsui.wav	新たな決意（あらたなけつい）	a new decision
g2/e696b0_niiduma.wav	新妻（にいづま）	a newly-married woman
common/shin.wav	シン
g2/e8a6aa_oya.wav	おや
g2/e8a6aa_shitashii.wav	した・しい
g2/e8a6aa_shitashimu.wav	した・しむ
g2/e8a6aa_shinmitsu.wav	親密（しんみつ）	intimacy, intimate, friendly,
g2/e8a6aa_oyagokoro.wav	親心（おやごころ）	parental affections
g2/e8a6aa_shitashiiyuujin.wav	親しい友人（したしいゆうじん）	a bosom pal,
g2/e8a6aa_shitashimiyasui.wav	親しみやすい（したしみやすい）	approachable, amiable
common/zu.wav	ズ
common/to.wav	ト
common/hakaru.wav	はか・る
g2/e59bb3_chizu.wav	地図（ちず）	a map ☆＝マップ
g2/e59bb3_seizu.wav	星図（せいず）	a star map
g2/e59bb3_seizu.wav	製図（せいず）	drafting, drawing
g2/e59bb3_zuboshida.wav	図星だ（ずぼしだ）	You've hit it!, You've guessed it!
g2/e59bb3_itotekini.wav	意図的に（いとてきに）	on purpose, purposely,
g2/e59bb3_gourikawohakaru.wav	合理化を図る（ごうりかをはかる）	intend to rationalize,
g2/e59bb3_hakarazumo.wav	図らずも（はからずも）	unexpectedly, by chance
common/suu.wav	スウ
g2/e695b0_kazu.wav	かず
g2/e695b0_kazoeru.wav	かぞ・える
g2/e695b0_suuji.wav	数字（すうじ）	a numeral
g2/e695b0_suugaku.wav	数学（すうがく）	mathematics, math
g2/e695b0_seisuu.wav	整数（せいすう）	an integer, a whole number
g2/e695b0_seisuu.wav	正数（せいすう）	a positive number
g2/e695b0_kazushirezu.wav	数知れず（かずしれず）	countless, numberless
g2/e695b0_kazuniireru.wav	数に入れる（かずにいれる）	count ~ in,
g2/e695b0_kazuwokazoeru.wav	数を数える（かずをかぞえる）	count the number
g2/e695b0_juzu.wav	数珠（じゅず）	a Buddhist rosary
g2/e695b0_amata.wav	数多（あまた）	much, a large quantity,
common/sei.wav	セイ
common/sai.wav	サイ
g2/e8a5bf_nishi.wav	にし
g2/e8a5bf_seireki.wav	西暦（せいれき）	Anno Domini, A.D.
g2/e8a5bf_nansei.wav	南西（なんせい）	southwest, SW ☆＝西南（せいなん）
g2/e8a5bf_hokusei.wav	北西（ほくせい）	northwest, NW ☆＝西北（せいほく）
g2/e8a5bf_touzai.wav	東西（とうざい）	east and west
g2/e8a5bf_nishibi.wav	西日（にしび）	the afternoon sun
common/sei.wav	セイ
common/shou.wav	*ショウ
g2/e5a3b0_koe.wav	こえ
g2/e5a3b0_kowa.wav	*こわ
g2/e5a3b0_meisei.wav	名声（めいせい）	fame, reputation, celebrity, renown
g2/e5a3b0_seiyuu.wav	声優（せいゆう）	a voice actor (actress)
g2/e5a3b0_seimei.wav	声明（せいめい）	a statement, a declaration,
g2/e5a3b0_shoumyou.wav	声明（しょうみょう）	the chanting of Buddhist hymns
g2/e5a3b0_koewokakeru.wav	声をかける（こえをかける）	call out, hail
g2/e5a3b0_kowairo.wav	声色（こわいろ）	a voice quality
common/sei.wav	セイ
common/shou.wav	*ショウ
g2/e6989f_hoshi.wav	ほし
common/seiza.wav	星座（せいざ）	a constellation
common/suisei.wav	水星（すいせい）	Mercury
g2/e6989f_kinsei.wav	金星（きんせい）	Venus
g2/e6989f_kasei.wav	火星（かせい）	Mars
g2/e6989f_mokusei.wav	木星（もくせい）	Jupiter
g2/e6989f_tennnousei.wav	天王星（てんのうせい）	Uranus
g2/e6989f_kaiousei.wav	海王星（かいおうせい）	Neptune
g2/e6989f_myoujou.wav	明星（みょうじょう）	Venus, a star
g2/e6989f_nagareboshi.wav	流れ星（ながれぼし）	a shooting (falling) star,
g2/e6989f_kachiboshiwoageru.wav	勝ち星をあげる（かちぼしをあげる）	win a victory
g2/e6989f_hoshiwoageru.wav	星を挙げる（ほしをあげる）	arrest the culprit
common/sei.wav	セイ
g2/e699b4_hareru.wav	は・れる
g2/e699b4_harasu.wav	は・らす
common/hare.wav	は・れ
g2/e699b4_seiten.wav	晴天（せいてん）	fine weather, a clear sky
g2/e699b4_gogonihahareru.wav	午後には晴れる（ごごにははれる）	
g2/e699b4_hareyakanakao.wav	晴れやかな顔（はれやかなかお）	a radiant face
g2/e699b4_enzaiwoharasu.wav	冤罪を晴らす（えんざいをはらす）	exonerate,
g2/e699b4_kibarashi.wav	気晴らし（きばらし）	diversion, pastime, relaxation
g2/e699b4_haregi.wav	晴れ着（はれぎ）	one's best clothes, a gala dress
common/setsu.wav	セツ
common/sai.wav	*サイ
common/kiru.wav	き・る
g2/e58887_kireru.wav	き・れる
g2/e58887_shinsetsu.wav	親切（しんせつ）	kindness, goodwill, kind, obliging,
g2/e58887_setsunai.wav	切ない（せつない）	to feel a constriction in the heart
g2/e58887_issai.wav	一切（いっさい）	all, the whole, everything
g2/e58887_hasamidekiru.wav	はさみで切る（はさみできる）	cut with scissors
g2/e58887_kiriganai.wav	切りがない（きりがない）	be endless, be boundless,
g2/e58887_kirinoiitokoro.wav	切りのいい所（きりのいいところ）	a good place to leave off
g2/e58887_atamagakireru.wav	頭が切れる（あたまがきれる）	be clever, be shrewd,
g2/e58887_sugunikireru.wav	すぐに切れる（すぐにきれる）	fly into a fury easily,
g2/e58887_chigireru.wav	千切れる（ちぎれる）	be torn off, come off
common/setsu.wav	セツ
g2/e99baa_yuki.wav	ゆき
g2/e99baa_setsugen.wav	雪原（せつげん）	a snowfield, a frozen waste
g2/e99baa_yukigassen.wav	雪合戦（ゆきがっせん）	a snowball fight
g2/e99baa_yukidaruma.wav	雪だるま（ゆきだるま）	a snowman
g2/e99baa_nadare.wav	雪崩（なだれ）	a snowslide, an avalanche
g2/e99baa_fubuki.wav	吹雪（ふぶき）	a snowstorm, a blizzard
common/sen.wav	セン
common/fune.wav	ふね
common/funa.wav	ふな
g2/e888b9_jousen.wav	乗船（じょうせん）	embarkation, boarding
g2/e888b9_funenonorikumiin.wav	船の乗組員（ふねののりくみいん）	the crew of a ship
g2/e888b9_funatabi.wav	船旅（ふなたび）	a sea trip, a voyage
common/sen.wav	セン
g2/e7b79a_senro.wav	線路（せんろ）	a railroad track
g2/e7b79a_chiheisen.wav	地平線（ちへいせん）	the horizon, a skyline
g2/e7b79a_inta-nettonokaisen.wav	インターネットの回線（いんたーねっとのかいせん）	
g2/e7b79a_houshasen.wav	放射線（ほうしゃせん）	radiation, radial rays
common/zen.wav	ゼン
g2/e5898d_mae.wav	まえ
g2/e5898d_izen.wav	以前（いぜん）	ago, before, once, formerly, previously
g2/e5898d_zenkai.wav	前回（ぜんかい）	the last time (occasion, session)
g2/e5898d_zenpouni.wav	前方に（ぜんぽうに）	in front, ahead, forward
g2/e5898d_temae.wav	手前（てまえ）	this side, toward you, in front of, I
common/so.wav	ソ
g2/e7b584_kumu.wav	く・む
g2/e7b584_kumi.wav	くみ
g2/e7b584_soshikikasuru.wav	組織化する（そしきかする）	organize, structure,
g2/e7b584_jikanwariwokumu.wav	時間割を組む（じかんわりをくむ）	make out a class
g2/e7b584_tokunde.wav	～と組んで（とくんで）	together with ~, in partnership
g2/e7b584_udewokundearuku.wav	腕を組んで歩く（うでをくんであるく）	walk arm in arm
g2/e7b584_kumiawase.wav	組み合わせ（くみあわせ）	a combination,
g2/e7b584_puramoderuwokumitateru.wav	プラモデルを組み立てる（ぷらもでるをくみたてる）	
g2/e7b584_yondaimekumichou.wav	四代目組長（よんだいめくみちょう）	the fourth
g2/e7b584_terebibangumi.wav	テレビ番組（てれびばんぐみ）	a TV program
common/sou.wav	ソウ
g2/e8b5b0_hashiru.wav	はし・る
g2/e8b5b0_kyousou.wav	競走（きょうそう）	a race, a run ☆＝レース
g2/e8b5b0_jisokurokujukkirodehashiru.wav	時速６０キロで走る（じそくろくじゅっきろではしる）	
g2/e8b5b0_kyokutannnihashiru.wav	極端に走る（きょくたんにはしる）	go to extremes
g2/e8b5b0_shiwasu.wav	師走（しわす）	December
common/ta.wav	タ
g2/e5a49a_ooi.wav	おお・い
g2/e5a49a_tashou.wav	多少（たしょう）	a little, somewhat, slightly, some, a few
g2/e5a49a_zatta.wav	雑多（ざった）	unorganized, miscellaneous
g2/e5a49a_tajuujinkaku.wav	多重人格（たじゅうじんかく）	a multiple personality
g2/e5a49a_jinkougaooi.wav	人口が多い（じんこうがおおい）	have a large population
g2/e5a49a_ookaresukunakare.wav	多かれ少なかれ（おおかれすくなかれ）	more or less,
common/ta.wav	タ
common/tai.wav	タイ
g2/e5a4aa_futoi.wav	ふと・い
g2/e5a4aa_futoru.wav	ふと・る
g2/e5a4aa_maruta.wav	丸太（まるた）	a log
g2/e5a4aa_taiko.wav	太鼓（たいこ）	Taiko, a drum ☆＝ドラム
g2/e5a4aa_taikobanwoosu.wav	太鼓判を押す（たいこばんをおす）	vouch for, assure
g2/e5a4aa_koutaishi.wav	皇太子（こうたいし）	the Crown Prince
g2/e5a4aa_futoisen.wav	太い線（ふといせん）	a thick line ☆＝太線（ふとせん）
g2/e5a4aa_bukubukufutoru.wav	ぶくぶく太る（ぶくぶくふとる）	become obese,
common/tai.wav	タイ
common/tei.wav	テイ
common/karada.wav	からだ
g2/e4bd93_ittainochouzou.wav	一体の彫像（いったいのちょうぞう）	a statue
g2/e4bd93_ittaidounatteruno.wav	一体どうなってるの？（いったいどうなってるの）	
g2/e4bd93_taiiku.wav	体育（たいいく）	physical education (training), PE
g2/e4bd93_taiikukan.wav	体育館（たいいくかん）	a gymnasium, a gym
g2/e4bd93_taisou.wav	体操（たいそう）	gymnastics, physical exercises
g2/e4bd93_teisai.wav	体裁（ていさい）	appearances, form
g2/e4bd93_karadawokowasu.wav	体を壊す（からだをこわす）	lose health,
common/dai.wav	ダイ
common/tai.wav	タイ
g2/e58fb0_hachidainokuruma.wav	８台の車（はちだいのくるま）	eight cars
g2/e58fb0_sutenresunonagashidai.wav	ステンレスの流し台（すてんれすのながしだい）	
g2/e58fb0_senmendai.wav	洗面台（せんめんだい）	a washstand, a washing stand
g2/e58fb0_sanzennendainopi-shi-ke-su.wav	三千円台のPCケース（さんぜんえんだいのぴーしー
g2/e58fb0_dainashinisuru.wav	台無しにする（だいなしにする）	spoil, make a mess of,
g2/e58fb0_taifuu.wav	台風（たいふう）	a typhoon
g2/e58fb0_serifu.wav	台詞（せりふ）	speech, words
common/chi.wav	チ
common/ji.wav	ジ
g2/e59cb0_chikatetsu.wav	地下鉄（ちかてつ）	an underground, a subway, metro
g2/e59cb0_chiri.wav	地理（ちり）	geography, topography,
g2/e59cb0_chijounorakuen.wav	地上の楽園（ちじょうのらくえん）	a heaven on earth,
g2/e59cb0_jiage.wav	地上げ（じあげ）	to eject residents and users forcibly,
g2/e59cb0_jimen.wav	地面（じめん）	ground, land, earth
g2/e59cb0_kiji.wav	生地（きじ）	cloth, material, textile fabrics,
g2/e59cb0_pankiji.wav	パン生地（ぱんきじ）	dough
g2/e59cb0_jideiku.wav	地でいく（じでいく）	behave according to
g2/e59cb0_jigakuroi.wav	地が黒い（じがくろい）	one's skin is dark by nature
common/chi.wav	チ
g2/e6b1a0_ike.wav	いけ
g2/e6b1a0_denchi.wav	電池（でんち）	a battery ☆＝バッテリー
g2/e6b1a0_furuike.wav	古池（ふるいけ）	an old pond
common/chi.wav	チ
g2/e79fa5_shiru.wav	し・る
g2/e79fa5_shirase.wav	し・らせ
g2/e79fa5_shiraseru.wav	し・らせる
g2/e79fa5_chitekinahito.wav	知的な人（ちてきなひと）	an intellectual person,
g2/e79fa5_chinou.wav	知能（ちのう）	intelligence, intellect,
g2/e79fa5_omoishiru.wav	思い知る（おもいしる）	realize, learn one's lesson
g2/e79fa5_shitteimasu.wav	知っています（しっています）	I know.
g2/e79fa5_nanimoshirimasen.wav	何も知りません（なにもしりません）	I know nothing.
g2/e79fa5_shirase.wav	知らせ（しらせ）	news, a notice, a report, information
g2/e79fa5_mushinoshirase.wav	虫の知らせ（むしのしらせ）	a presentiment,
g2/e79fa5_gouhiwoshiraseru.wav	合否を知らせる（ごうひをしらせる）	
g2/e79fa5_shirasetekudasai.wav	知らせてください（しらせてください）	Tell me, please.
common/cha.wav	チャ
common/sa.wav	サ
g2/e88cb6_chairo.wav	茶色（ちゃいろ）	brown
g2/e88cb6_sadou.wav	茶道（さどう）	Sado, the tea ceremony
common/chuu.wav	チュウ
g2/e698bc_hiru.wav	ひる
g2/e698bc_chuushoku.wav	昼食（ちゅうしょく）	lunch
g2/e698bc_hiruma.wav	昼間（ひるま）	the daytime
g2/e698bc_hirune.wav	昼寝（ひるね）	afternoon nap
g2/e698bc_hiruyasumi.wav	昼休み（ひるやすみ）	a noon recess, a lunch break
common/chou.wav	チョウ
common/nagai.wav	なが・い
common/takeru.wav	*た・ける
common/osa.wav	*おさ
g2/e995b7_chousho.wav	長所（ちょうしょ）	a good point, a merit, an advantage
g2/e995b7_kichou.wav	機長（きちょう）	the captain (of an airplane)
g2/e995b7_shachou.wav	社長（しゃちょう）	the president of a company, CEO
g2/e995b7_nagaimedemiru.wav	長い目でみる（ながいめでみる）	take the long view
g2/e995b7_taketeiru.wav	長けている（たけている）	excel, be versed,
g2/e995b7_touzokunoosa.wav	盗賊の長（とうぞくのおさ）	a robber's (burglar's,
common/chou.wav	チョウ
common/tori.wav	とり
g2/e9b3a5_hakuchou.wav	白鳥（はくちょう）	a swan
g2/e9b3a5_torihadagatatsu.wav	鳥肌がたつ（とりはだがたつ）	get gooseflesh
common/chou.wav	チョウ
g2/e69c9d_asa.wav	あさ
g2/e69c9d_choushoku.wav	朝食（ちょうしょく）	breakfast ☆＝朝ご飯（あさごはん）
g2/e69c9d_ouchou.wav	王朝（おうちょう）	a dynasty
g2/e69c9d_asanebou.wav	朝寝坊（あさねぼう）	late riser
g2/e69c9d_kesa.wav	今朝（けさ）	this morning
common/choku.wav	チョク
common/jiki.wav	ジキ
g2/e79bb4_tadachini.wav	ただ・ちに
common/naosu.wav	なお・す
common/naoru.wav	なお・る
g2/e79bb4_sugu.wav	す・ぐ
g2/e79bb4_jika.wav	*じか
g2/e79bb4_chokusetsu.wav	直接（ちょくせつ）	directly, at first hand
